CVE BEN,BENEFICIARIO,RFC,FACTURA,CONTRATO,CONCEPTO,TIPO,FDO-#OP,"FECHA
PAGO",IMPORTE,SHEET,Dia,Mes,Año,BENEFICIARIO_SALES,IMPORTE_GATO_PROMEDIO
111068,COMERCIALIZADORA DE REACTIVOS P/LAB.Y MATS.P/HOSP.SA DE C,CRL890119LW0,87007-183011-587,SAD-641-2021,"SERVICIOS DE LABORATORIO DE ANALISIS CLINICOS (PRUEBAS RAPIDAS DE ANTIGENO DE COVID-19), DEL 3 AL 17 DE AGOSTO 2021",TR,1021953.0,2022-03-18,87000.0,GTOS VARIOS,18,3,2022,2,440975.94075887394
111068,COMERCIALIZADORA DE REACTIVOS P/LAB.Y MATS.P/HOSP.SA DE C,CRL890119LW0,87008-183011-589,SAD-641-2021,"SERVICIOS DE LABORATORIO DE ANALISIS CLINICOS (PRUEBAS RAPIDAS DE ANTIGENO DE COVID-19), DEL 17 AL 29 DE AGOSTO 2021",TR,1021953.0,2022-03-18,65250.0,GTOS VARIOS,18,3,2022,2,440975.94075887394
112043,"SG PROVEEDORES, S.A.DE C.V.",SGP880517EJ7,A 456327-183011-207,DOC 7357,"SUMINISTRO DE MATERIAL PARA MEDIDAS DE PREVENCION COVID-19 PARA LAS ESTANCIAS INFANTILES, DIF MONTERREY",TR,1021931.0,2022-03-18,15459.32,GTOS VARIOS,18,3,2022,2,440975.94075887394
112043,"SG PROVEEDORES, S.A.DE C.V.",SGP880517EJ7,A 458931-183011-593,DOC 7361,"SUMINISTRO DE MASCARILLAS KN95 Y CUBREZAPATOS PARA EL PERSONAL ASIGNADO EN EL ALBERGUE HOGAR NUEVA ESPERANZA, DIF DE MONTERREY",TR,1021931.0,2022-03-18,9291.6,GTOS VARIOS,18,3,2022,2,440975.94075887394
112246,"MISODI PUBLICIDAD,S.A.DE C.V.",MPU8903089W0,FM 5827-183012-323,OT. 2021110006,"SERVICIO DE MANTENIMIENTO CORRECTIVO A LONA, UBICADA EN  EL FORO CONCHA ACUSTICA  DEL PARQUE ESPAÑA, SEGUN COTIZACION ANEXA.",TR,1021871.0,2022-03-11,95874.0,GTOS VARIOS,11,3,2022,5,440975.94075887394
112246,"MISODI PUBLICIDAD,S.A.DE C.V.",MPU8903089W0,FM 5835-183012-324,OT. 2021110007,"SERVICIO DE MANTENIMIENTO CORRECTIVO A LONA, UBICADA EN AREA DE PATINADERO DEL PARQUE ESPA¿, SEGUN COTIZACION ANEXA.",TR,1021871.0,2022-03-11,66120.0,GTOS VARIOS,11,3,2022,5,440975.94075887394
112246,"MISODI PUBLICIDAD,S.A.DE C.V.",MPU8903089W0,FM 5828-183011-143,SFA-DGA-DASG/CC/0069/2022,"SUMINISTRO DE PROTECTOR DE ACRILICO, CONTRALORIA MUNICIPAL",TR,1021957.0,2022-03-18,3364.0,GTOS VARIOS,18,3,2022,5,440975.94075887394
112458,"DISTRIBUIDORA DE FRUTAS Y LEGUMBRES LA HORTALIZA,S.A.DE C.V.",DFL900423676,C14468-158003-5653,ORDEN DE COMPRA 7195,ADQUISICION DE INSUMOS PARA LA ALIMENTACION DE LOS CADETES DE LA ACADEMIA DE MONTERREY DEL MES DE SEPTIEMBRE 2021,TR,1021817.0,2022-03-04,609173.89,GTOS VARIOS,4,3,2022,23,440975.94075887394
112458,"DISTRIBUIDORA DE FRUTAS Y LEGUMBRES LA HORTALIZA,S.A.DE C.V.",DFL900423676,C14469-158003-5654,ORDEN DE COMPRA 7194,ADQUISICION DE INSUMOS PARA LA ALIMENTACION DE LOS DETENIDOS EN LA SECRETARIA DE SEGURIDAD PUBLICA DE MONTERREY DEL MES SEPTIEMBRE 2021,TR,1021817.0,2022-03-04,238418.65,GTOS VARIOS,4,3,2022,23,440975.94075887394
112458,"DISTRIBUIDORA DE FRUTAS Y LEGUMBRES LA HORTALIZA,S.A.DE C.V.",DFL900423676,C14470-158003-5869,ORDEN DE COMPRA 7242,"ADQUISICION DE ALIMENTOS PARA LOS COMEDORES DE LAS ESTANCIAS INFANTILES, CASAS CLUB Y GUARDERIA ESPECIAL DE DISCAPACIDAD, DEL MES DE SEPTIEMBRE 2021",TR,1021817.0,2022-03-04,91974.88,GTOS VARIOS,4,3,2022,23,440975.94075887394
112458,"DISTRIBUIDORA DE FRUTAS Y LEGUMBRES LA HORTALIZA,S.A.DE C.V.",DFL900423676,C14475-158003-5870,ORDEN DE COMPRA 7189,"ADQUISICION DE INSUMOS PARA LOS COMEDORES DE LAS ESTANCIAS INFANTILES, CASAS CLUB Y GUARDERIA ESPECIAL DE DISCAPACIDAD, DEL MES DE SEPTIEMBRE 2021",TR,1021817.0,2022-03-04,50483.17,GTOS VARIOS,4,3,2022,23,440975.94075887394
112458,"DISTRIBUIDORA DE FRUTAS Y LEGUMBRES LA HORTALIZA,S.A.DE C.V.",DFL900423676,C14476-158003-5871,ORDEN DE COMPRA 7190,"ADQUISICION DE INSUMOS PARA LOS COMEDORES DE LAS ESTANCIAS INFANTILES, CASAS CLUB Y GUARDERIA ESPECIAL DE DISCAPACIDAD, DEL MES DE SEPTIEMBRE 2021",TR,1021817.0,2022-03-04,6033.92,GTOS VARIOS,4,3,2022,23,440975.94075887394
112458,"DISTRIBUIDORA DE FRUTAS Y LEGUMBRES LA HORTALIZA,S.A.DE C.V.",DFL900423676,C14477-158003-5216,ORDEN DE COMPRA 7188,ADQUISICION DE INSUMOS PARA LA ALIMENTACION DE LOS DERECHOHABIENTES HOSPITALIZADOS EN LA CLINICA CUMBRES DE SMM. DEL MES DE SEPTIEMBRE 2021,TR,1021817.0,2022-03-04,67902.69,GTOS VARIOS,4,3,2022,23,440975.94075887394
112458,"DISTRIBUIDORA DE FRUTAS Y LEGUMBRES LA HORTALIZA,S.A.DE C.V.",DFL900423676,C 14659-183011-599,DOC 7372,"ADQUISICION DE ALIMENTOS PARA LOS COMEDORES DE LAS ESTANCIAS INFANTILES, DIF MONTERREY",TR,1021929.0,2022-03-18,450.0,GTOS VARIOS,18,3,2022,23,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 244486-183011-368,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 11 AL 17 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,2177.09,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 244864-183011-382,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 25 AL 28 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,19267.23,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 244865-183011-383,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 25 AL 28 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,47795.36,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 244866-183011-399,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 25 AL 28 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,17285.37,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 244868-183011-424,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 25 AL 28 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,4654.71,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 244869-183011-425,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 25 AL 28 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,7409.2,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 244871-183011-426,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 25 AL 28 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,1935.72,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 244881-183011-427,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 25 AL 28 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,563549.88,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245068-183011-428,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 29 AL 31 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,1817.4,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245069-183011-429,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 29 AL 31 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,18059.18,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245070-183011-430,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 29 AL 31 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,4128.18,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245071-183011-431,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 29 AL 31 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,22363.66,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245072-183011-432,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 29 AL 31 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,5745.62,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245074-183011-433,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 29 AL 31 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,672.06,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245075-183011-434,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 29 AL 31 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,4282.0,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245077-183011-435,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 29 AL 31 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,673.24,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245087-183011-436,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 29 AL 31 DE OCTUBRE DE 2021,TR,1021915.0,2022-03-18,260292.17,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245271-183011-443,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 07 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,2956.82,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245272-183011-444,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 07 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,45438.43,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245273-183011-445,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 07 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,18778.57,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245274-183011-446,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 07 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,62080.14,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245275-183011-447,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 07 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,14927.25,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245277-183011-448,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 07 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,2033.92,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245278-183011-449,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 07 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,9690.41,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245280-183011-450,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 07 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,2685.86,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245288-183011-451,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 07 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,823462.24,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245443-183011-452,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 08 AL 14 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,9628.88,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245444-183011-453,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 08 AL 14 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,27050.32,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245445-183011-454,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 08 AL 14 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,15372.13,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245446-183011-455,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 08 AL 14 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,61700.33,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245447-183011-456,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 08 AL 14 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,31391.48,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245449-183011-457,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 08 AL 14 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,867.29,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245452-183011-459,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 08 AL 14 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,2371.13,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 245460-183011-460,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 08 AL 14 DE NOVIEMBRE DE 2021,TR,1021915.0,2022-03-18,805038.63,GTOS VARIOS,18,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 244205-183011-351,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 10 DE OCTUBRE DE 2021,TR,1021991.0,2022-03-25,36589.28,GTOS VARIOS,25,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 244206-183011-352,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 10 DE OCTUBRE DE 2021,TR,1021991.0,2022-03-25,90666.25,GTOS VARIOS,25,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 244207-183011-353,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 10 DE OCTUBRE DE 2021,TR,1021991.0,2022-03-25,35194.28,GTOS VARIOS,25,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 244208-183011-354,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 10 DE OCTUBRE DE 2021,TR,1021991.0,2022-03-25,63239.67,GTOS VARIOS,25,3,2022,114,440975.94075887394
112661,S.I.M.E.P.R.O.D.E.,SIM870529CA0,FA 244209-183011-355,SSP-281-2021,SERVICIO DE CONFINAMIENTO DE RESIDUOS URBANOS DEL MUNICIPIO DE MONTERREY DEL PERIODO DEL 01 AL 10 DE OCTUBRE DE 2021,TR,1021991.0,2022-03-25,35383.6,GTOS VARIOS,25,3,2022,114,440975.94075887394
